seqname,source,feature,HP_number,start,end,Putative_Id,Orf_Size,Prot_Size(est),score,strand,frame,attribute
.,forsyth,gene,HP1210,1286972,1287484,serine acetyltransferase (cysE) {Helicobacter pylori},512,18810,.,-,.,gene=HP1210;Putative_Id=serine acetyltransferase (cysE) {Helicobacter pylori};Orf_Size=512;Prot_Size(est)=18810.0
.,forsyth,gene,HP1211,1287786,1288028,hypothetical protein,242,8910,.,+,.,gene=HP1211;Putative_Id=hypothetical protein;Orf_Size=242;Prot_Size(est)=8910.0
.,forsyth,gene,HP1212,1288091,1288405,"ATP synthase F0, subunit c (atpE) {Anabaena sp.}",314,11550,.,-,.,"gene=HP1212;Putative_Id=ATP synthase F0, subunit c (atpE) {Anabaena sp.};Orf_Size=314;Prot_Size(est)=11550.0"
.,forsyth,gene,HP1213,1288541,1290604,polynucleotide phosphorylase (pnp) {Haemophilus influenzae},2063,75680,.,-,.,gene=HP1213;Putative_Id=polynucleotide phosphorylase (pnp) {Haemophilus influenzae};Orf_Size=2063;Prot_Size(est)=75680.0
.,forsyth,gene,HP1214,1290610,1291329,conserved hypothetical protein {Mycobacterium tuberculosis},719,26400,.,-,.,gene=HP1214;Putative_Id=conserved hypothetical protein {Mycobacterium tuberculosis};Orf_Size=719;Prot_Size(est)=26400.0
.,forsyth,gene,HP1215,1291329,1291568,hypothetical protein,239,8800,.,-,.,gene=HP1215;Putative_Id=hypothetical protein;Orf_Size=239;Prot_Size(est)=8800.0
.,forsyth,gene,HP1216,1291607,1293586,conserved hypothetical secreted protein {Haemophilus influenzae},1979,72600,.,-,.,gene=HP1216;Putative_Id=conserved hypothetical secreted protein {Haemophilus influenzae};Orf_Size=1979;Prot_Size(est)=72600.0
.,forsyth,gene,HP1217,1293592,1294068,hypothetical protein,476,17490,.,-,.,gene=HP1217;Putative_Id=hypothetical protein;Orf_Size=476;Prot_Size(est)=17490.0
.,forsyth,gene,HP1218,1294120,1295391,glycinamide ribonucleotide synthetase (purD) {Haemophilus influenzae},1271,46640,.,-,.,gene=HP1218;Putative_Id=glycinamide ribonucleotide synthetase (purD) {Haemophilus influenzae};Orf_Size=1271;Prot_Size(est)=46640.0
.,forsyth,gene,HP1219,1295511,1295699,hypothetical protein,188,6930,.,+,.,gene=HP1219;Putative_Id=hypothetical protein;Orf_Size=188;Prot_Size(est)=6930.0
.,forsyth,gene,HP1220,1295707,1296390,"ABC transporter, ATP-binding protein (yhcG) {Bacillus subtilis}",683,25080,.,-,.,"gene=HP1220;Putative_Id=ABC transporter, ATP-binding protein (yhcG) {Bacillus subtilis};Orf_Size=683;Prot_Size(est)=25080.0"
.,forsyth,gene,HP1221,1296387,1297088,conserved hypothetical protein {Haemophilus influenzae},701,25740,.,-,.,gene=HP1221;Putative_Id=conserved hypothetical protein {Haemophilus influenzae};Orf_Size=701;Prot_Size(est)=25740.0
.,forsyth,gene,HP1222,1297132,1299975,D-lactate dehydrogenase (dld) {Haemophilus influenzae},2843,104280,.,-,.,gene=HP1222;Putative_Id=D-lactate dehydrogenase (dld) {Haemophilus influenzae};Orf_Size=2843;Prot_Size(est)=104280.0
.,forsyth,gene,HP1223,1300041,1300370,hypothetical protein,329,12100,.,+,.,gene=HP1223;Putative_Id=hypothetical protein;Orf_Size=329;Prot_Size(est)=12100.0
.,forsyth,gene,HP1224,1300376,1301053,uroporphyrinogen III cosynthase (hemD) {Chlorobium vibrioforme},677,24860,.,+,.,gene=HP1224;Putative_Id=uroporphyrinogen III cosynthase (hemD) {Chlorobium vibrioforme};Orf_Size=677;Prot_Size(est)=24860.0
.,forsyth,gene,HP1225,1301104,1301493,conserved hypothetical integral membrane protein {Methanococcus jannaschii},389,14300,.,+,.,gene=HP1225;Putative_Id=conserved hypothetical integral membrane protein {Methanococcus jannaschii};Orf_Size=389;Prot_Size(est)=14300.0
.,forsyth,gene,HP1226,1301550,1302605,oxygen-independent coproporphyrinogen III oxidase (hemN) {Haemophilus influenzae},1055,38720,.,-,.,gene=HP1226;Putative_Id=oxygen-independent coproporphyrinogen III oxidase (hemN) {Haemophilus influenzae};Orf_Size=1055;Prot_Size(est)=38720.0
.,forsyth,gene,HP1227,1302679,1302966,cytochrome c553 {Desulfovibrio vulgaris},287,10560,.,+,.,gene=HP1227;Putative_Id=cytochrome c553 {Desulfovibrio vulgaris};Orf_Size=287;Prot_Size(est)=10560.0
.,forsyth,gene,HP1228,1303120,1303584,invasion protein (invA) {Bartonella bacilliformis},464,17050,.,+,.,gene=HP1228;Putative_Id=invasion protein (invA) {Bartonella bacilliformis};Orf_Size=464;Prot_Size(est)=17050.0
.,forsyth,gene,HP1229,1303589,1304803,aspartokinase (lysC) {Bacillus sp.},1214,44550,.,+,.,gene=HP1229;Putative_Id=aspartokinase (lysC) {Bacillus sp.};Orf_Size=1214;Prot_Size(est)=44550.0
.,forsyth,gene,HP1230,1304803,1305342,hypothetical protein,539,19800,.,+,.,gene=HP1230;Putative_Id=hypothetical protein;Orf_Size=539;Prot_Size(est)=19800.0
.,forsyth,gene,HP1231,1305342,1305995,DNA polymerase III delta prime subunit (holB) {Escherichia coli},653,23980,.,+,.,gene=HP1231;Putative_Id=DNA polymerase III delta prime subunit (holB) {Escherichia coli};Orf_Size=653;Prot_Size(est)=23980.0
.,forsyth,gene,HP1232,1305995,1307134,dihydropteroate synthase (folP) {Haemophilus influenzae},1139,41800,.,+,.,gene=HP1232;Putative_Id=dihydropteroate synthase (folP) {Haemophilus influenzae};Orf_Size=1139;Prot_Size(est)=41800.0
.,forsyth,gene,HP1233,1307235,1307693,hypothetical protein,458,16830,.,-,.,gene=HP1233;Putative_Id=hypothetical protein;Orf_Size=458;Prot_Size(est)=16830.0
.,forsyth,gene,HP1234,1308086,1308979,conserved hypothetical integral membrane protein {Sphingomonas S88},893,32780,.,+,.,gene=HP1234;Putative_Id=conserved hypothetical integral membrane protein {Sphingomonas S88};Orf_Size=893;Prot_Size(est)=32780.0
.,forsyth,gene,HP1235,1308986,1310230,conserved hypothetical integral membrane protein {Escherichia coli},1244,45650,.,+,.,gene=HP1235;Putative_Id=conserved hypothetical integral membrane protein {Escherichia coli};Orf_Size=1244;Prot_Size(est)=45650.0
.,forsyth,gene,HP1236,1310312,1310860,hypothetical protein,548,20130,.,+,.,gene=HP1236;Putative_Id=hypothetical protein;Orf_Size=548;Prot_Size(est)=20130.0
.,forsyth,gene,HP1237,1310863,1311987,carbamoyl-phosphate synthetase (pyrAa) {Salmonella choleraesuis},1124,41250,.,+,.,gene=HP1237;Putative_Id=carbamoyl-phosphate synthetase (pyrAa) {Salmonella choleraesuis};Orf_Size=1124;Prot_Size(est)=41250.0
.,forsyth,gene,HP1238,1312156,1313157,aliphatic amidase (aimE) {Pseudomonas aeruginosa},1001,36740,.,+,.,gene=HP1238;Putative_Id=aliphatic amidase (aimE) {Pseudomonas aeruginosa};Orf_Size=1001;Prot_Size(est)=36740.0
.,forsyth,gene,HP1239,1313415,1313501,hypothetical protein,86,3190,.,-,.,gene=HP1239;Putative_Id=hypothetical protein;Orf_Size=86;Prot_Size(est)=3190.0
.,forsyth,gene,HP1240,1313617,1314186,conserved hypothetical protein {Escherichia coli},569,20900,.,-,.,gene=HP1240;Putative_Id=conserved hypothetical protein {Escherichia coli};Orf_Size=569;Prot_Size(est)=20900.0
.,forsyth,gene,HP1241,1314191,1316731,alanyl-tRNA synthetase (alaS) {Haemophilus influenzae},2540,93170,.,-,.,gene=HP1241;Putative_Id=alanyl-tRNA synthetase (alaS) {Haemophilus influenzae};Orf_Size=2540;Prot_Size(est)=93170.0
.,forsyth,gene,HP1242,1316851,1317078,conserved hypothetical protein {Escherichia coli},227,8360,.,+,.,gene=HP1242;Putative_Id=conserved hypothetical protein {Escherichia coli};Orf_Size=227;Prot_Size(est)=8360.0
.,forsyth,gene,HP1243,1317841,1320039,outer membrane protein (omp28),2198,80630,.,-,.,gene=HP1243;Putative_Id=outer membrane protein (omp28);Orf_Size=2198;Prot_Size(est)=80630.0
.,forsyth,gene,HP1244,1320341,1320595,ribosomal protein S18 (rps18) {Bacillus stearothermophilus},254,9350,.,-,.,gene=HP1244;Putative_Id=ribosomal protein S18 (rps18) {Bacillus stearothermophilus};Orf_Size=254;Prot_Size(est)=9350.0
.,forsyth,gene,HP1245,1320621,1321157,single-strand DNA-binding protein (ssb) {Escherichia coli},536,19690,.,-,.,gene=HP1245;Putative_Id=single-strand DNA-binding protein (ssb) {Escherichia coli};Orf_Size=536;Prot_Size(est)=19690.0
.,forsyth,gene,HP1246,1321170,1321595,ribosomal protein S6 (rps6) {Escherichia coli},425,15620,.,-,.,gene=HP1246;Putative_Id=ribosomal protein S6 (rps6) {Escherichia coli};Orf_Size=425;Prot_Size(est)=15620.0
.,forsyth,gene,HP1247,1321752,1322771,hypothetical protein,1019,37400,.,-,.,gene=HP1247;Putative_Id=hypothetical protein;Orf_Size=1019;Prot_Size(est)=37400.0
.,forsyth,gene,HP1248,1322764,1324695,virulence associated protein homolog (vacB) {Escherichia coli},1931,70840,.,-,.,gene=HP1248;Putative_Id=virulence associated protein homolog (vacB) {Escherichia coli};Orf_Size=1931;Prot_Size(est)=70840.0
.,forsyth,gene,HP1249,1324698,1325486,shikimate 5-dehydrogenase (aroE) {Escherichia coli},788,28930,.,-,.,gene=HP1249;Putative_Id=shikimate 5-dehydrogenase (aroE) {Escherichia coli};Orf_Size=788;Prot_Size(est)=28930.0
.,forsyth,gene,HP1250,1325497,1326072,hypothetical protein,575,21120,.,-,.,gene=HP1250;Putative_Id=hypothetical protein;Orf_Size=575;Prot_Size(est)=21120.0
.,forsyth,gene,HP1251,1326084,1327127,"oligopeptide ABC transporter, permease protein (oppB) {Escherichia coli}",1043,38280,.,-,.,"gene=HP1251;Putative_Id=oligopeptide ABC transporter, permease protein (oppB) {Escherichia coli};Orf_Size=1043;Prot_Size(est)=38280.0"
.,forsyth,gene,HP1252,1327127,1328908,"oligopeptide ABC transporter, periplasmic oligopeptide-binding protein (oppA) {Bacillus subtilis}",1781,65340,.,-,.,"gene=HP1252;Putative_Id=oligopeptide ABC transporter, periplasmic oligopeptide-binding protein (oppA) {Bacillus subtilis};Orf_Size=1781;Prot_Size(est)=65340.0"
.,forsyth,gene,HP1253,1328912,1329928,tryptophanyl-tRNA synthetase (trpS) {Bacillus subtilis},1016,37290,.,-,.,gene=HP1253;Putative_Id=tryptophanyl-tRNA synthetase (trpS) {Bacillus subtilis};Orf_Size=1016;Prot_Size(est)=37290.0
.,forsyth,gene,HP1254,1329963,1330682,biotin synthesis protein (bioC) {Escherichia coli},719,26400,.,-,.,gene=HP1254;Putative_Id=biotin synthesis protein (bioC) {Escherichia coli};Orf_Size=719;Prot_Size(est)=26400.0
.,forsyth,gene,HP1255,1330799,1331401,"protein translocation protein, low temperature (secG) {Escherichia coli}",602,22110,.,+,.,"gene=HP1255;Putative_Id=protein translocation protein, low temperature (secG) {Escherichia coli};Orf_Size=602;Prot_Size(est)=22110.0"
.,forsyth,gene,HP1256,1331404,1331958,ribosome releasing factor (frr) {Haemophilus influenzae},554,20350,.,+,.,gene=HP1256;Putative_Id=ribosome releasing factor (frr) {Haemophilus influenzae};Orf_Size=554;Prot_Size(est)=20350.0
.,forsyth,gene,HP1257,1331965,1332567,orotate phosphoribosyltransferase (pyrE) {Thermus aquaticus},602,22110,.,+,.,gene=HP1257;Putative_Id=orotate phosphoribosyltransferase (pyrE) {Thermus aquaticus};Orf_Size=602;Prot_Size(est)=22110.0
.,forsyth,gene,HP1258,1332560,1333021,conserved hypothetical mitochondrial protein 4 {Trypanosoma brucei},461,16940,.,+,.,gene=HP1258;Putative_Id=conserved hypothetical mitochondrial protein 4 {Trypanosoma brucei};Orf_Size=461;Prot_Size(est)=16940.0
.,forsyth,gene,HP1259,1333094,1333708,conserved hypothetical protein {Escherichia coli},614,22550,.,+,.,gene=HP1259;Putative_Id=conserved hypothetical protein {Escherichia coli};Orf_Size=614;Prot_Size(est)=22550.0
.,forsyth,gene,HP1260,1333813,1334211,"NADH-ubiquinone oxidoreductase, NQO7 subunit (NQO7) {Platymonas subcordiformis}",398,14630,.,+,.,"gene=HP1260;Putative_Id=NADH-ubiquinone oxidoreductase, NQO7 subunit (NQO7) {Platymonas subcordiformis};Orf_Size=398;Prot_Size(est)=14630.0"
.,forsyth,gene,HP1261,1334214,1334690,"NADH-ubiquinone oxidoreductase, NQO6 subunit (NQO6) {Arabidopsis thaliana}",476,17490,.,+,.,"gene=HP1261;Putative_Id=NADH-ubiquinone oxidoreductase, NQO6 subunit (NQO6) {Arabidopsis thaliana};Orf_Size=476;Prot_Size(est)=17490.0"
.,forsyth,gene,HP1262,1334690,1335487,"NADH-ubiquinone oxidoreductase, NQO5 subunit (NQO5) {Synechocystis sp.}",797,29260,.,+,.,"gene=HP1262;Putative_Id=NADH-ubiquinone oxidoreductase, NQO5 subunit (NQO5) {Synechocystis sp.};Orf_Size=797;Prot_Size(est)=29260.0"
.,forsyth,gene,HP1263,1335492,1336718,"NADH-ubiquinone oxidoreductase, NQO4 subunit (NQO4){Triticum aestivum}",1226,44990,.,+,.,"gene=HP1263;Putative_Id=NADH-ubiquinone oxidoreductase, NQO4 subunit (NQO4){Triticum aestivum};Orf_Size=1226;Prot_Size(est)=44990.0"
.,forsyth,gene,HP1264,1336718,1336945,hypothetical protein,227,8360,.,+,.,gene=HP1264;Putative_Id=hypothetical protein;Orf_Size=227;Prot_Size(est)=8360.0
.,forsyth,gene,HP1265,1336951,1337934,hypothetical protein,983,36080,.,+,.,gene=HP1265;Putative_Id=hypothetical protein;Orf_Size=983;Prot_Size(est)=36080.0
.,forsyth,gene,HP1266,1337934,1340465,"NADH-ubiquinone oxidoreductase, NQO3 subunit (NQO3) {Thermus aquaticus thermophilus}",2531,92840,.,+,.,"gene=HP1266;Putative_Id=NADH-ubiquinone oxidoreductase, NQO3 subunit (NQO3) {Thermus aquaticus thermophilus};Orf_Size=2531;Prot_Size(est)=92840.0"
.,forsyth,gene,HP1267,1340465,1341451,"NADH-ubiquinone oxidoreductase, NQO8 subunit (NQO8) {Plectonema boryanum}",986,36190,.,+,.,"gene=HP1267;Putative_Id=NADH-ubiquinone oxidoreductase, NQO8 subunit (NQO8) {Plectonema boryanum};Orf_Size=986;Prot_Size(est)=36190.0"
.,forsyth,gene,HP1268,1341465,1342124,"NADH-ubiquinone oxidoreductase, NQO9 subunit (NQO9) {Arabidopsis thaliana}",659,24200,.,+,.,"gene=HP1268;Putative_Id=NADH-ubiquinone oxidoreductase, NQO9 subunit (NQO9) {Arabidopsis thaliana};Orf_Size=659;Prot_Size(est)=24200.0"
.,forsyth,gene,HP1269,1342120,1342665,"NADH-ubiquinone oxidoreductase, NQO10 subunit (NQO10) {Synechocystis sp.}",545,20020,.,+,.,"gene=HP1269;Putative_Id=NADH-ubiquinone oxidoreductase, NQO10 subunit (NQO10) {Synechocystis sp.};Orf_Size=545;Prot_Size(est)=20020.0"
.,forsyth,gene,HP1270,1342665,1342964,"NADH-ubiquinone oxidoreductase, NQO11 subunit (NQO11) ({Paracoccus denitrificans}",299,11000,.,+,.,"gene=HP1270;Putative_Id=NADH-ubiquinone oxidoreductase, NQO11 subunit (NQO11) ({Paracoccus denitrificans};Orf_Size=299;Prot_Size(est)=11000.0"
.,forsyth,gene,HP1271,1342970,1344805,"NADH-ubiquinone oxidoreductase, NQO12 subunit (NQO12) {Paracoccus denitrificans}",1835,67320,.,+,.,"gene=HP1271;Putative_Id=NADH-ubiquinone oxidoreductase, NQO12 subunit (NQO12) {Paracoccus denitrificans};Orf_Size=1835;Prot_Size(est)=67320.0"
.,forsyth,gene,HP1272,1344812,1346347,"NADH-ubiquinone oxidoreductase, NQO13 subunit (NQO13) {Rhodobacter capsulatus}",1535,56320,.,+,.,"gene=HP1272;Putative_Id=NADH-ubiquinone oxidoreductase, NQO13 subunit (NQO13) {Rhodobacter capsulatus};Orf_Size=1535;Prot_Size(est)=56320.0"
.,forsyth,gene,HP1273,1346337,1347806,"NADH-ubiquinone oxidoreductase, NQO14 subunit (NQO14) {Paracoccus denitrificans}",1469,53900,.,+,.,"gene=HP1273;Putative_Id=NADH-ubiquinone oxidoreductase, NQO14 subunit (NQO14) {Paracoccus denitrificans};Orf_Size=1469;Prot_Size(est)=53900.0"
.,forsyth,gene,HP1274,1347799,1350201,paralysed flagella protein (pflA) {Campylobacter jejuni},2402,88110,.,+,.,gene=HP1274;Putative_Id=paralysed flagella protein (pflA) {Campylobacter jejuni};Orf_Size=2402;Prot_Size(est)=88110.0
.,forsyth,gene,HP1275,1350206,1351582,phosphomannomutase (algC){Pseudomonas aeruginosa},1376,50490,.,+,.,gene=HP1275;Putative_Id=phosphomannomutase (algC){Pseudomonas aeruginosa};Orf_Size=1376;Prot_Size(est)=50490.0
.,forsyth,gene,HP1276,1351731,1352012,hypothetical protein,281,10340,.,+,.,gene=HP1276;Putative_Id=hypothetical protein;Orf_Size=281;Prot_Size(est)=10340.0
.,forsyth,gene,HP1277,1352366,1353151,"tryptophan synthase, alpha subunit (trpA) {Escherichia coli}",785,28820,.,-,.,"gene=HP1277;Putative_Id=tryptophan synthase, alpha subunit (trpA) {Escherichia coli};Orf_Size=785;Prot_Size(est)=28820.0"
.,forsyth,gene,HP1278,1353151,1354329,"tryptophan synthase, beta subunit (trpB) {Escherichia coli}",1178,43230,.,-,.,"gene=HP1278;Putative_Id=tryptophan synthase, beta subunit (trpB) {Escherichia coli};Orf_Size=1178;Prot_Size(est)=43230.0"
.,forsyth,gene,HP1279,1354334,1355689,anthranilate isomerase (trpC) {Escherichia coli},1355,49720,.,-,.,gene=HP1279;Putative_Id=anthranilate isomerase (trpC) {Escherichia coli};Orf_Size=1355;Prot_Size(est)=49720.0
.,forsyth,gene,HP1280,1355685,1356689,anthranilate synthase component II (trpD) {Escherichia coli},1004,36850,.,-,.,gene=HP1280;Putative_Id=anthranilate synthase component II (trpD) {Escherichia coli};Orf_Size=1004;Prot_Size(est)=36850.0
.,forsyth,gene,HP1281,1356689,1357270,anthranilate synthase component II (trpD) {Escherichia coli},581,21340,.,-,.,gene=HP1281;Putative_Id=anthranilate synthase component II (trpD) {Escherichia coli};Orf_Size=581;Prot_Size(est)=21340.0
.,forsyth,gene,HP1282,1357270,1358769,anthranilate synthase component I (trpE) {Escherichia coli},1499,55000,.,-,.,gene=HP1282;Putative_Id=anthranilate synthase component I (trpE) {Escherichia coli};Orf_Size=1499;Prot_Size(est)=55000.0
.,forsyth,gene,HP1283,1358995,1360449,hypothetical protein,1454,53350,.,-,.,gene=HP1283;Putative_Id=hypothetical protein;Orf_Size=1454;Prot_Size(est)=53350.0
.,forsyth,gene,HP1284,1360550,1361587,conserved hypothetical protein {Haemophilus influenzae},1037,38060,.,-,.,gene=HP1284;Putative_Id=conserved hypothetical protein {Haemophilus influenzae};Orf_Size=1037;Prot_Size(est)=38060.0
.,forsyth,gene,HP1285,1361660,1362349,conserved hypothetical secreted protein,689,25300,.,-,.,gene=HP1285;Putative_Id=conserved hypothetical secreted protein;Orf_Size=689;Prot_Size(est)=25300.0
.,forsyth,gene,HP1286,1362519,1363064,conserved hypothetical secreted protein {Escherichia coli},545,20020,.,+,.,gene=HP1286;Putative_Id=conserved hypothetical secreted protein {Escherichia coli};Orf_Size=545;Prot_Size(est)=20020.0
.,forsyth,gene,HP1287,1363134,1363784,transcriptional regulator (tenA) {Bacillus subtilis},650,23870,.,-,.,gene=HP1287;Putative_Id=transcriptional regulator (tenA) {Bacillus subtilis};Orf_Size=650;Prot_Size(est)=23870.0
.,forsyth,gene,HP1288,1364308,1364703,hypothetical protein,395,14520,.,+,.,gene=HP1288;Putative_Id=hypothetical protein;Orf_Size=395;Prot_Size(est)=14520.0
.,forsyth,gene,HP1289,1364730,1365212,hypothetical protein,482,17710,.,+,.,gene=HP1289;Putative_Id=hypothetical protein;Orf_Size=482;Prot_Size(est)=17710.0
.,forsyth,gene,HP1290,1365401,1366060,nicotinamide mononucleotide transporter (pnuC)  {Salmonella choleraesuis},659,24200,.,+,.,gene=HP1290;Putative_Id=nicotinamide mononucleotide transporter (pnuC)  {Salmonella choleraesuis};Orf_Size=659;Prot_Size(est)=24200.0
.,forsyth,gene,HP1291,1366051,1366662,conserved hypothetical protein {Caenorhabditis elegans},611,22440,.,+,.,gene=HP1291;Putative_Id=conserved hypothetical protein {Caenorhabditis elegans};Orf_Size=611;Prot_Size(est)=22440.0
.,forsyth,gene,HP1292,1367375,1367722,ribosomal protein L17 (rpl17) {Haemophilus influenzae},347,12760,.,-,.,gene=HP1292;Putative_Id=ribosomal protein L17 (rpl17) {Haemophilus influenzae};Orf_Size=347;Prot_Size(est)=12760.0
.,forsyth,gene,HP1293,1367725,1368756,"DNA-directed RNA polymerase, alpha subunit (rpoA) {Bacillus subtilis}",1031,37840,.,-,.,"gene=HP1293;Putative_Id=DNA-directed RNA polymerase, alpha subunit (rpoA) {Bacillus subtilis};Orf_Size=1031;Prot_Size(est)=37840.0"
.,forsyth,gene,HP1294,1368771,1369394,ribosomal protein S4 (rps4) {Haemophilus influenzae},623,22880,.,-,.,gene=HP1294;Putative_Id=ribosomal protein S4 (rps4) {Haemophilus influenzae};Orf_Size=623;Prot_Size(est)=22880.0
.,forsyth,gene,HP1295,1369407,1369799,ribosomal protein S11 (rps11) {Bacillus stearothermophilus},392,14410,.,-,.,gene=HP1295;Putative_Id=ribosomal protein S11 (rps11) {Bacillus stearothermophilus};Orf_Size=392;Prot_Size(est)=14410.0
.,forsyth,gene,HP1296,1369825,1370184,ribosomal protein S13 (rps13) {Bacillus subtilis},359,13200,.,-,.,gene=HP1296;Putative_Id=ribosomal protein S13 (rps13) {Bacillus subtilis};Orf_Size=359;Prot_Size(est)=13200.0
.,forsyth,gene,HP1297,1370191,1370301,ribosomal protein L36 (rpl36) {Escherichia coli},110,4070,.,-,.,gene=HP1297;Putative_Id=ribosomal protein L36 (rpl36) {Escherichia coli};Orf_Size=110;Prot_Size(est)=4070.0
.,forsyth,gene,HP1298,1370383,1370598,translation initiation factor EF-1 (infA) {Bacillus subtilis},215,7920,.,-,.,gene=HP1298;Putative_Id=translation initiation factor EF-1 (infA) {Bacillus subtilis};Orf_Size=215;Prot_Size(est)=7920.0
.,forsyth,gene,HP1299,1370601,1371359,methionine amino peptidase (map) {Bacillus subtilis},758,27830,.,-,.,gene=HP1299;Putative_Id=methionine amino peptidase (map) {Bacillus subtilis};Orf_Size=758;Prot_Size(est)=27830.0
.,forsyth,gene,HP1300,1371362,1372621,preprotein translocase subunit (secY) {Escherichia coli},1259,46200,.,-,.,gene=HP1300;Putative_Id=preprotein translocase subunit (secY) {Escherichia coli};Orf_Size=1259;Prot_Size(est)=46200.0
.,forsyth,gene,HP1301,1372667,1373071,ribosomal protein L15 (rpl15) {Haemophilus influenzae},404,14850,.,-,.,gene=HP1301;Putative_Id=ribosomal protein L15 (rpl15) {Haemophilus influenzae};Orf_Size=404;Prot_Size(est)=14850.0
.,forsyth,gene,HP1302,1373088,1373546,ribosomal protein S5 (rps5) {Bacillus stearothermophilus},458,16830,.,-,.,gene=HP1302;Putative_Id=ribosomal protein S5 (rps5) {Bacillus stearothermophilus};Orf_Size=458;Prot_Size(est)=16830.0
.,forsyth,gene,HP1303,1373546,1373902,ribosomal protein L18 (rpl18) {Bacillus stearothermophilus},356,13090,.,-,.,gene=HP1303;Putative_Id=ribosomal protein L18 (rpl18) {Bacillus stearothermophilus};Orf_Size=356;Prot_Size(est)=13090.0
.,forsyth,gene,HP1304,1373916,1374449,ribosomal protein L6 (rpl6) {Mycoplasma capricolum},533,19580,.,-,.,gene=HP1304;Putative_Id=ribosomal protein L6 (rpl6) {Mycoplasma capricolum};Orf_Size=533;Prot_Size(est)=19580.0
.,forsyth,gene,HP1305,1374463,1374855,ribosomal protein S8 (rps8) {Mycoplasma capricolum},392,14410,.,-,.,gene=HP1305;Putative_Id=ribosomal protein S8 (rps8) {Mycoplasma capricolum};Orf_Size=392;Prot_Size(est)=14410.0
.,forsyth,gene,HP1306,1374868,1375050,ribosomal protein S14 (rpS14) {Bacillus stearothermophilus},182,6710,.,-,.,gene=HP1306;Putative_Id=ribosomal protein S14 (rpS14) {Bacillus stearothermophilus};Orf_Size=182;Prot_Size(est)=6710.0
.,forsyth,gene,HP1307,1375063,1375605,ribosomal protein L5 (rpl5) {Bacillus stearothermophilus},542,19910,.,-,.,gene=HP1307;Putative_Id=ribosomal protein L5 (rpl5) {Bacillus stearothermophilus};Orf_Size=542;Prot_Size(est)=19910.0
.,forsyth,gene,HP1308,1375621,1375839,ribosomal protein L24 (rpl24) {Bacillus stearothermophilus},218,8030,.,-,.,gene=HP1308;Putative_Id=ribosomal protein L24 (rpl24) {Bacillus stearothermophilus};Orf_Size=218;Prot_Size(est)=8030.0
.,forsyth,gene,HP1309,1375842,1376207,ribosomal protein L14 (rpl14) {Escherichia coli},365,13420,.,-,.,gene=HP1309;Putative_Id=ribosomal protein L14 (rpl14) {Escherichia coli};Orf_Size=365;Prot_Size(est)=13420.0
.,forsyth,gene,HP1310,1376213,1376470,ribosomal protein S17 (rps17) {Haemophilus influenzae},257,9460,.,-,.,gene=HP1310;Putative_Id=ribosomal protein S17 (rps17) {Haemophilus influenzae};Orf_Size=257;Prot_Size(est)=9460.0
.,forsyth,gene,HP1311,1376486,1376683,ribosomal protein L29 (rpL29) {Thermotoga maritima},197,7260,.,-,.,gene=HP1311;Putative_Id=ribosomal protein L29 (rpL29) {Thermotoga maritima};Orf_Size=197;Prot_Size(est)=7260.0
.,forsyth,gene,HP1312,1376673,1377095,ribosomal protein L16 (rpl16) {Escherichia coli},422,15510,.,-,.,gene=HP1312;Putative_Id=ribosomal protein L16 (rpl16) {Escherichia coli};Orf_Size=422;Prot_Size(est)=15510.0
.,forsyth,gene,HP1313,1377101,1377802,ribosomal protein S3 (rps3) {Haemophilus influenzae},701,25740,.,-,.,gene=HP1313;Putative_Id=ribosomal protein S3 (rps3) {Haemophilus influenzae};Orf_Size=701;Prot_Size(est)=25740.0
.,forsyth,gene,HP1314,1377809,1378174,ribosomal protein L22 (rpl22) {Bacillus subtilis},365,13420,.,-,.,gene=HP1314;Putative_Id=ribosomal protein L22 (rpl22) {Bacillus subtilis};Orf_Size=365;Prot_Size(est)=13420.0
.,forsyth,gene,HP1315,1378187,1378465,ribosomal protein S19 (rps19) {Escherichia coli},278,10230,.,-,.,gene=HP1315;Putative_Id=ribosomal protein S19 (rps19) {Escherichia coli};Orf_Size=278;Prot_Size(est)=10230.0
.,forsyth,gene,HP1316,1378479,1379306,ribosomal protein L2 (rpl2) {Bacillus stearothermophilus},827,30360,.,-,.,gene=HP1316;Putative_Id=ribosomal protein L2 (rpl2) {Bacillus stearothermophilus};Orf_Size=827;Prot_Size(est)=30360.0
.,forsyth,gene,HP1317,1379326,1379604,ribosomal protein L23 (rpl23) {Escherichia coli},278,10230,.,-,.,gene=HP1317;Putative_Id=ribosomal protein L23 (rpl23) {Escherichia coli};Orf_Size=278;Prot_Size(est)=10230.0
.,forsyth,gene,HP1318,1379611,1380255,ribosomal protein L4 (rpl4) {Morganella morganii},644,23650,.,-,.,gene=HP1318;Putative_Id=ribosomal protein L4 (rpl4) {Morganella morganii};Orf_Size=644;Prot_Size(est)=23650.0
.,forsyth,gene,HP1319,1380293,1380865,ribosomal protein L3 (rpl3) {Thermus aquaticus},572,21010,.,-,.,gene=HP1319;Putative_Id=ribosomal protein L3 (rpl3) {Thermus aquaticus};Orf_Size=572;Prot_Size(est)=21010.0
