seqname,source,feature,HP_number,gene_type,start,end,Putative_Id,Orf_Size,Prot_Size(est),score,strand,frame
.,forsyth,gene,HP1227,ENERGY METABOLISM,1302679,1302966,cytochrome c553 {Desulfovibrio vulgaris},287,10560,.,+,.
.,forsyth,gene,HP1228,OTHER CATEGORIES,1303120,1303584,invasion protein (invA) {Bartonella bacilliformis},464,17050,.,+,.
.,forsyth,gene,HP1229,AMINO-ACID BIOSYNTHESIS,1303589,1304803,aspartokinase (lysC) {Bacillus sp.},1214,44550,.,+,.
.,forsyth,gene,HP1230,HYPOTHETICAL PROTEIEN,1304803,1305342,hypothetical protein,539,19800,.,+,.
.,forsyth,gene,HP1231,REPLICATION,1305342,1305995,DNA polymerase III delta prime subunit (holB) {Escherichia coli},653,23980,.,+,.
.,forsyth,gene,HP1232,"BIOSYNTHESIS OF COFACTORS, PROSTHETIC GROUPS, AND CARRIERS",1305995,1307134,dihydropteroate synthase (folP) {Haemophilus influenzae},1139,41800,.,+,.
.,forsyth,gene,HP1233,HYPOTHETICAL PROTEIEN,1307235,1307693,hypothetical protein,458,16830,.,-,.
.,forsyth,gene,HP1234,HYPOTHETICAL PROTEIEN,1308086,1308979,conserved hypothetical integral membrane protein {Sphingomonas S88},893,32780,.,+,.
.,forsyth,gene,HP1235,HYPOTHETICAL PROTEIEN,1308986,1310230,conserved hypothetical integral membrane protein {Escherichia coli},1244,45650,.,+,.
.,forsyth,gene,HP1236,HYPOTHETICAL PROTEIEN,1310312,1310860,hypothetical protein,548,20130,.,+,.
.,forsyth,gene,HP1237,"PURINES, PYRIMIDINES, NUCLEOSIDES AND NUCLEOTIDES",1310863,1311987,carbamoyl-phosphate synthetase (pyrAa) {Salmonella choleraesuis},1124,41250,.,+,.
.,forsyth,gene,HP1238,ENERGY METABOLISM,1312156,1313157,aliphatic amidase (aimE) {Pseudomonas aeruginosa},1001,36740,.,+,.
.,forsyth,gene,HP1239,HYPOTHETICAL PROTEIEN,1313415,1313501,hypothetical protein,86,3190,.,-,.
.,forsyth,gene,HP1240,HYPOTHETICAL PROTEIEN,1313617,1314186,conserved hypothetical protein {Escherichia coli},569,20900,.,-,.
.,forsyth,gene,HP1241,TRANSLATION,1314191,1316731,alanyl-tRNA synthetase (alaS) {Haemophilus influenzae},2540,93170,.,-,.
.,forsyth,gene,HP1242,HYPOTHETICAL PROTEIEN,1316851,1317078,conserved hypothetical protein {Escherichia coli},227,8360,.,+,.
.,forsyth,gene,HP1243,CELL ENVELOPE,1317841,1320039,outer membrane protein (omp28),2198,80630,.,-,.
.,forsyth,gene,HP1244,TRANSLATION,1320341,1320595,ribosomal protein S18 (rps18) {Bacillus stearothermophilus},254,9350,.,-,.
.,forsyth,gene,HP1245,REPLICATION,1320621,1321157,single-strand DNA-binding protein (ssb) {Escherichia coli},536,19690,.,-,.
.,forsyth,gene,HP1246,TRANSLATION,1321170,1321595,ribosomal protein S6 (rps6) {Escherichia coli},425,15620,.,-,.
.,forsyth,gene,HP1247,HYPOTHETICAL PROTEIEN,1321752,1322771,hypothetical protein,1019,37400,.,-,.
.,forsyth,gene,HP1248,OTHER CATEGORIES,1322764,1324695,virulence associated protein homolog (vacB) {Escherichia coli},1931,70840,.,-,.
.,forsyth,gene,HP1249,AMINO-ACID BIOSYNTHESIS,1324698,1325486,shikimate 5-dehydrogenase (aroE) {Escherichia coli},788,28930,.,-,.
.,forsyth,gene,HP1250,HYPOTHETICAL PROTEIEN,1325497,1326072,hypothetical protein,575,21120,.,-,.
.,forsyth,gene,HP1251,TRANSPORT AND BINDING PROTEINS,1326084,1327127,"oligopeptide ABC transporter, permease protein (oppB) {Escherichia coli}",1043,38280,.,-,.
.,forsyth,gene,HP1252,TRANSPORT AND BINDING PROTEINS,1327127,1328908,"oligopeptide ABC transporter, periplasmic oligopeptide-binding protein (oppA) {Bacillus subtilis}",1781,65340,.,-,.
.,forsyth,gene,HP1253,TRANSLATION,1328912,1329928,tryptophanyl-tRNA synthetase (trpS) {Bacillus subtilis},1016,37290,.,-,.
.,forsyth,gene,HP1254,"BIOSYNTHESIS OF COFACTORS, PROSTHETIC GROUPS,
AND CARRIERS",1329963,1330682,biotin synthesis protein (bioC) {Escherichia coli},719,26400,.,-,.
.,forsyth,gene,HP1255,CELLULAR PROCESSES,1330799,1331401,"protein translocation protein, low temperature (secG) {Escherichia coli}",602,22110,.,+,.
.,forsyth,gene,HP1256,TRANSLATION,1331404,1331958,ribosome releasing factor (frr) {Haemophilus influenzae},554,20350,.,+,.
.,forsyth,gene,HP1257,"PURINES, PYRIMIDINES, NUCLEOSIDES AND NUCLEOTIDES",1331965,1332567,orotate phosphoribosyltransferase (pyrE) {Thermus aquaticus},602,22110,.,+,.
.,forsyth,gene,HP1258,HYPOTHETICAL PROTEIEN,1332560,1333021,conserved hypothetical mitochondrial protein 4 {Trypanosoma brucei},461,16940,.,+,.
.,forsyth,gene,HP1259,HYPOTHETICAL PROTEIEN,1333094,1333708,conserved hypothetical protein {Escherichia coli},614,22550,.,+,.
.,forsyth,gene,HP1260,ENERGY METABOLISM,1333813,1334211,"NADH-ubiquinone oxidoreductase, NQO7 subunit (NQO7) {Platymonas subcordiformis}",398,14630,.,+,.
.,forsyth,gene,HP1261,ENERGY METABOLISM,1334214,1334690,"NADH-ubiquinone oxidoreductase, NQO6 subunit (NQO6) {Arabidopsis thaliana}",476,17490,.,+,.
.,forsyth,gene,HP1262,ENERGY METABOLISM,1334690,1335487,"NADH-ubiquinone oxidoreductase, NQO5 subunit (NQO5) {Synechocystis sp.}",797,29260,.,+,.
.,forsyth,gene,HP1263,ENERGY METABOLISM,1335492,1336718,"NADH-ubiquinone oxidoreductase, NQO4 subunit (NQO4){Triticum aestivum}",1226,44990,.,+,.
.,forsyth,gene,HP1264,HYPOTHETICAL PROTEIEN,1336718,1336945,hypothetical protein,227,8360,.,+,.
.,forsyth,gene,HP1265,HYPOTHETICAL PROTEIEN,1336951,1337934,hypothetical protein,983,36080,.,+,.
.,forsyth,gene,HP1266,ENERGY METABOLISM,1337934,1340465,"NADH-ubiquinone oxidoreductase, NQO3 subunit (NQO3) {Thermus aquaticus thermophilus}",2531,92840,.,+,.
.,forsyth,gene,HP1267,ENERGY METABOLISM,1340465,1341451,"NADH-ubiquinone oxidoreductase, NQO8 subunit (NQO8) {Plectonema boryanum}",986,36190,.,+,.
.,forsyth,gene,HP1268,ENERGY METABOLISM,1341465,1342124,"NADH-ubiquinone oxidoreductase, NQO9 subunit (NQO9) {Arabidopsis thaliana}",659,24200,.,+,.
.,forsyth,gene,HP1269,ENERGY METABOLISM,1342120,1342665,"NADH-ubiquinone oxidoreductase, NQO10 subunit (NQO10) {Synechocystis sp.}",545,20020,.,+,.
.,forsyth,gene,HP1270,ENERGY METABOLISM,1342665,1342964,"NADH-ubiquinone oxidoreductase, NQO11 subunit (NQO11) ({Paracoccus denitrificans}",299,11000,.,+,.
.,forsyth,gene,HP1271,ENERGY METABOLISM,1342970,1344805,"NADH-ubiquinone oxidoreductase, NQO12 subunit (NQO12) {Paracoccus denitrificans}",1835,67320,.,+,.
.,forsyth,gene,HP1272,ENERGY METABOLISM,1344812,1346347,"NADH-ubiquinone oxidoreductase, NQO13 subunit (NQO13) {Rhodobacter capsulatus}",1535,56320,.,+,.
.,forsyth,gene,HP1273,ENERGY METABOLISM,1346337,1347806,"NADH-ubiquinone oxidoreductase, NQO14 subunit (NQO14) {Paracoccus denitrificans}",1469,53900,.,+,.
.,forsyth,gene,HP1274,CELL ENVELOPE,1347799,1350201,paralysed flagella protein (pflA) {Campylobacter jejuni},2402,88110,.,+,.
.,forsyth,gene,HP1275,CELL ENVELOPE,1350206,1351582,phosphomannomutase (algC){Pseudomonas aeruginosa},1376,50490,.,+,.
.,forsyth,gene,HP1276,HYPOTHETICAL PROTEIEN,1351731,1352012,hypothetical protein,281,10340,.,+,.
.,forsyth,gene,HP1277,AMINO-ACID BIOSYNTHESIS,1352366,1353151,"tryptophan synthase, alpha subunit (trpA) {Escherichia coli}",785,28820,.,-,.
.,forsyth,gene,HP1278,AMINO-ACID BIOSYNTHESIS,1353151,1354329,"tryptophan synthase, beta subunit (trpB) {Escherichia coli}",1178,43230,.,-,.
.,forsyth,gene,HP1279,AMINO-ACID BIOSYNTHESIS,1354334,1355689,anthranilate isomerase (trpC) {Escherichia coli},1355,49720,.,-,.
.,forsyth,gene,HP1280,AMINO-ACID BIOSYNTHESIS,1355685,1356689,anthranilate synthase component II (trpD) {Escherichia coli},1004,36850,.,-,.
.,forsyth,gene,HP1281,AMINO-ACID BIOSYNTHESIS,1356689,1357270,anthranilate synthase component II (trpD) {Escherichia coli},581,21340,.,-,.
.,forsyth,gene,HP1282,AMINO-ACID BIOSYNTHESIS,1357270,1358769,anthranilate synthase component I (trpE) {Escherichia coli},1499,55000,.,-,.
.,forsyth,gene,HP1283,HYPOTHETICAL PROTEIEN,1358995,1360449,hypothetical protein,1454,53350,.,-,.
.,forsyth,gene,HP1284,HYPOTHETICAL PROTEIEN,1360550,1361587,conserved hypothetical protein {Haemophilus influenzae},1037,38060,.,-,.
.,forsyth,gene,HP1285,HYPOTHETICAL PROTEIEN,1361660,1362349,conserved hypothetical secreted protein,689,25300,.,-,.
.,forsyth,gene,HP1286,HYPOTHETICAL PROTEIEN,1362519,1363064,conserved hypothetical secreted protein {Escherichia coli},545,20020,.,+,.
.,forsyth,gene,HP1287,REGULATORY FUNCTIONS,1363134,1363784,transcriptional regulator (tenA) {Bacillus subtilis},650,23870,.,-,.
.,forsyth,gene,HP1288,HYPOTHETICAL PROTEIEN,1364308,1364703,hypothetical protein,395,14520,.,+,.
.,forsyth,gene,HP1289,HYPOTHETICAL PROTEIEN,1364730,1365212,hypothetical protein,482,17710,.,+,.
.,forsyth,gene,HP1290,TRANSPORT AND BINDING PROTEINS,1365401,1366060,nicotinamide mononucleotide transporter (pnuC)  {Salmonella choleraesuis},659,24200,.,+,.
.,forsyth,gene,HP1291,HYPOTHETICAL PROTEIEN,1366051,1366662,conserved hypothetical protein {Caenorhabditis elegans},611,22440,.,+,.
.,forsyth,gene,HP1292,TRANSLATION,1367375,1367722,ribosomal protein L17 (rpl17) {Haemophilus influenzae},347,12760,.,-,.
.,forsyth,gene,HP1293,TRANSCRIPTION,1367725,1368756,"DNA-directed RNA polymerase, alpha subunit (rpoA) {Bacillus subtilis}",1031,37840,.,-,.
.,forsyth,gene,HP1294,TRANSLATION,1368771,1369394,ribosomal protein S4 (rps4) {Haemophilus influenzae},623,22880,.,-,.
.,forsyth,gene,HP1295,TRANSLATION,1369407,1369799,ribosomal protein S11 (rps11) {Bacillus stearothermophilus},392,14410,.,-,.
.,forsyth,gene,HP1296,TRANSLATION,1369825,1370184,ribosomal protein S13 (rps13) {Bacillus subtilis},359,13200,.,-,.
.,forsyth,gene,HP1297,TRANSLATION,1370191,1370301,ribosomal protein L36 (rpl36) {Escherichia coli},110,4070,.,-,.
.,forsyth,gene,HP1298,TRANSLATION,1370383,1370598,translation initiation factor EF-1 (infA) {Bacillus subtilis},215,7920,.,-,.
.,forsyth,gene,HP1299,TRANSLATION,1370601,1371359,methionine amino peptidase (map) {Bacillus subtilis},758,27830,.,-,.
.,forsyth,gene,HP1300,CELLULAR PROCESSES,1371362,1372621,preprotein translocase subunit (secY) {Escherichia coli},1259,46200,.,-,.
.,forsyth,gene,HP1301,TRANSLATION,1372667,1373071,ribosomal protein L15 (rpl15) {Haemophilus influenzae},404,14850,.,-,.
.,forsyth,gene,HP1302,TRANSLATION,1373088,1373546,ribosomal protein S5 (rps5) {Bacillus stearothermophilus},458,16830,.,-,.
.,forsyth,gene,HP1303,TRANSLATION,1373546,1373902,ribosomal protein L18 (rpl18) {Bacillus stearothermophilus},356,13090,.,-,.
.,forsyth,gene,HP1304,TRANSLATION,1373916,1374449,ribosomal protein L6 (rpl6) {Mycoplasma capricolum},533,19580,.,-,.
.,forsyth,gene,HP1305,TRANSLATION,1374463,1374855,ribosomal protein S8 (rps8) {Mycoplasma capricolum},392,14410,.,-,.
.,forsyth,gene,HP1306,TRANSLATION,1374868,1375050,ribosomal protein S14 (rpS14) {Bacillus stearothermophilus},182,6710,.,-,.
.,forsyth,gene,HP1307,TRANSLATION,1375063,1375605,ribosomal protein L5 (rpl5) {Bacillus stearothermophilus},542,19910,.,-,.
.,forsyth,gene,HP1308,TRANSLATION,1375621,1375839,ribosomal protein L24 (rpl24) {Bacillus stearothermophilus},218,8030,.,-,.
.,forsyth,gene,HP1309,TRANSLATION,1375842,1376207,ribosomal protein L14 (rpl14) {Escherichia coli},365,13420,.,-,.
.,forsyth,gene,HP1310,TRANSLATION,1376213,1376470,ribosomal protein S17 (rps17) {Haemophilus influenzae},257,9460,.,-,.
.,forsyth,gene,HP1311,TRANSLATION,1376486,1376683,ribosomal protein L29 (rpL29) {Thermotoga maritima},197,7260,.,-,.
.,forsyth,gene,HP1312,TRANSLATION,1376673,1377095,ribosomal protein L16 (rpl16) {Escherichia coli},422,15510,.,-,.
.,forsyth,gene,HP1313,TRANSLATION,1377101,1377802,ribosomal protein S3 (rps3) {Haemophilus influenzae},701,25740,.,-,.
.,forsyth,gene,HP1314,TRANSLATION,1377809,1378174,ribosomal protein L22 (rpl22) {Bacillus subtilis},365,13420,.,-,.
.,forsyth,gene,HP1315,TRANSLATION,1378187,1378465,ribosomal protein S19 (rps19) {Escherichia coli},278,10230,.,-,.
.,forsyth,gene,HP1316,TRANSLATION,1378479,1379306,ribosomal protein L2 (rpl2) {Bacillus stearothermophilus},827,30360,.,-,.
.,forsyth,gene,HP1317,TRANSLATION,1379326,1379604,ribosomal protein L23 (rpl23) {Escherichia coli},278,10230,.,-,.
.,forsyth,gene,HP1318,TRANSLATION,1379611,1380255,ribosomal protein L4 (rpl4) {Morganella morganii},644,23650,.,-,.
.,forsyth,gene,HP1319,TRANSLATION,1380293,1380865,ribosomal protein L3 (rpl3) {Thermus aquaticus},572,21010,.,-,.
.,forsyth,gene,HP1320,TRANSLATION,1380905,1381216,ribosomal protein S10 (rps10) {Haemophilus influenzae},311,11440,.,-,.
.,forsyth,gene,HP1321,HYPOTHETICAL PROTEIEN,1381381,1382511,conserved hypothetical ATP-binding protein {Methanococcus jannaschii},1130,41470,.,+,.
.,forsyth,gene,HP1322,HYPOTHETICAL PROTEIEN,1382720,1383322,hypothetical protein,602,22110,.,+,.
.,forsyth,gene,HP1323,REPLICATION,1383302,1383928,ribonuclease HII (rnhB) {Haemophilus influenzae},626,22990,.,-,.
.,forsyth,gene,HP1324,HYPOTHETICAL PROTEIEN,1383947,1384195,hypothetical protein,248,9130,.,-,.
.,forsyth,gene,HP1325,ENERGY METABOLISM,1384220,1385608,fumarase (fumC) {Escherichia coli},1388,50930,.,-,.
.,forsyth,gene,HP1326,HYPOTHETICAL PROTEIEN,1385783,1386157,hypothetical protein,374,13750,.,+,.
.,forsyth,gene,HP1327,HYPOTHETICAL PROTEIEN,1386165,1387400,hypothetical protein,1235,45320,.,+,.
.,forsyth,gene,HP1328,TRANSPORT AND BINDING PROTEINS,1387400,1388413,cation efflux system protein (czcA) {Alcaligenes eutrophus plasmid pMOL30},1013,37180,.,+,.
.,forsyth,gene,HP1329,TRANSPORT AND BINDING PROTEINS,1388417,1391521,cation efflux system protein (czcA) {Alcaligenes eutrophus plasmid pMOL30},3104,113850,.,+,.
.,forsyth,gene,HP1330,HYPOTHETICAL PROTEIEN,1391530,1391874,conserved hypothetical integral membrane protein {Haemophilus influenzae},344,12650,.,-,.
.,forsyth,gene,HP1331,HYPOTHETICAL PROTEIEN,1391871,1392554,conserved hypothetical integral membrane protein {Haemophilus influenzae},683,25080,.,-,.
.,forsyth,gene,HP1332,CELLULAR PROCESSES,1392568,1393674,co-chaperone and heat shock protein (dnaJ) {Escherichia coli},1106,40590,.,-,.
.,forsyth,gene,HP1333,HYPOTHETICAL PROTEIEN,1393799,1394944,hypothetical protein,1145,42020,.,+,.
.,forsyth,gene,HP1334,HYPOTHETICAL PROTEIEN,1395156,1395827,hypothetical protein,671,24640,.,+,.
.,forsyth,gene,HP1335,HYPOTHETICAL PROTEIEN,1395897,1396976,conserved hypothetical protein {Mycoplasma genitalium},1079,39600,.,-,.
.,forsyth,gene,HP1336,HYPOTHETICAL PROTEIEN,1397061,1397819,hypothetical protein,758,27830,.,+,.
.,forsyth,gene,HP1337,HYPOTHETICAL PROTEIEN,1397822,1398343,conserved hypothetical protein {Bacillus subtilis},521,19140,.,-,.
.,forsyth,gene,HP1338,HYPOTHETICAL PROTEIEN,1398330,1398773,conserved hypothetical protein {Methanococcus jannaschii},443,16280,.,-,.
.,forsyth,gene,HP1339,TRANSPORT AND BINDING PROTEINS,1399036,1399533,biopolymer transport protein (exbB) {Haemophilus influenzae},497,18260,.,+,.
.,forsyth,gene,HP1340,TRANSPORT AND BINDING PROTEINS,1399533,1399919,biopolymer transport protein (exbD) {Haemophilus influenzae},386,14190,.,+,.
.,forsyth,gene,HP1341,TRANSPORT AND BINDING PROTEINS,1399888,1400742,siderophore-mediated iron transport protein (tonB) {Pseudomonas aeruginosa},854,31350,.,+,.
.,forsyth,gene,HP1342,CELL ENVELOPE,1400936,1403008,outer membrane protein (omp29),2072,76010,.,+,.
.,forsyth,gene,HP1343,HYPOTHETICAL PROTEIEN,1403171,1403896,conserved hypothetical integral membrane protein {Haemophilus influenzae},725,26620,.,-,.
.,forsyth,gene,HP1344,TRANSPORT AND BINDING PROTEINS,1403906,1404859,magnesium and cobalt transport protein (corA) {Escherichia coli},953,34980,.,-,.
.,forsyth,gene,HP1345,ENERGY METABOLISM,1404878,1406083,phosphoglycerate kinase {Arabidopsis thaliana},1205,44220,.,-,.
.,forsyth,gene,HP1346,ENERGY METABOLISM,1406102,1407091,glyceraldehyde-3-phosphate dehydrogenase (gap) {Bacillus stearothermophilus},989,36300,.,-,.
.,forsyth,gene,HP1347,REPLICATION,1407183,1407881,uracil-DNA glycosylase (ung) {Pseudomonas denitrificans},698,25630,.,-,.
.,forsyth,gene,HP1348,FATTY ACID AND PHOSPHOLIPID METABOLISM,1407881,1408600,1-acyl-glycerol-3-phosphate acyltransferase (plsC) {Escherichia coli),719,26400,.,-,.
.,forsyth,gene,HP1349,HYPOTHETICAL PROTEIEN,1408590,1409750,hypothetical protein,1160,42570,.,-,.
.,forsyth,gene,HP1350,TRANSLATION,1409760,1411136,protease {Bartonella bacilliformis},1376,50490,.,-,.
.,forsyth,gene,HP1351,HYPOTHETICAL PROTEIEN,1411349,1412218,hypothetical protein,869,31900,.,-,.
.,forsyth,gene,HP1352,REPLICATION,1412221,1413297,adenine specific DNA methyltransferase (HINFIM) {Haemophilus influenzae},1076,39490,.,-,.
.,forsyth,gene,HP1353,HYPOTHETICAL PROTEIEN,1413722,1414666,hypothetical protein,944,34650,.,-,.
.,forsyth,gene,HP1354,HYPOTHETICAL PROTEIEN,1414539,1417043,putative adenine specific DNA methyltransferase {Escherichia coli},2504,91850,.,-,.
.,forsyth,gene,HP1355,"BIOSYNTHESIS OF COFACTORS, PROSTHETIC GROUPS, AND CARRIERS",1417071,1417889,nicotinate-nucleotide pyrophosphorylase (nadC) {Bacillus subtilis},818,30030,.,-,.
.,forsyth,gene,HP1356,"BIOSYNTHESIS OF COFACTORS, PROSTHETIC GROUPS, AND CARRIERS",1417892,1418899,quinolinate synthetase A (nadA) {Methanococcus jannaschii},1007,36960,.,-,.
.,forsyth,gene,HP1357,FATTY ACID AND PHOSPHOLIPID METABOLISM,1418892,1419692,phosphatidylserine decarboxylase proenzyme (psd) {Escherichia coli},800,29370,.,-,.
.,forsyth,gene,HP1358,HYPOTHETICAL PROTEIEN,1419689,1420192,hypothetical protein,503,18480,.,-,.
.,forsyth,gene,HP1359,HYPOTHETICAL PROTEIEN,1420208,1420756,hypothetical protein,548,20130,.,-,.
.,forsyth,gene,HP1360,"BIOSYNTHESIS OF COFACTORS, PROSTHETIC GROUPS, AND CARRIERS",1420695,1421576,4-hydroxybenzoate octaprenyltransferase (ubiA) {Escherichia coli},881,32340,.,-,.
.,forsyth,gene,HP1361,CELLULAR PROCESSES,1421608,1422858,competence locus E (comE3) {Bacillus subtilis},1250,45870,.,-,.
.,forsyth,gene,HP1362,REPLICATION,1422918,1424381,replicative DNA helicase (dnaB) {Bacillus subtilis},1463,53680,.,-,.
.,forsyth,gene,HP1363,HYPOTHETICAL PROTEIEN,1424395,1425792,conserved hypothetical integral membrane protein {Escherichia coli},1397,51260,.,-,.
.,forsyth,gene,HP1364,REGULATORY FUNCTIONS,1425798,1426988,"signal-transducing protein, histidine kinase {Bacteroides fragilis}",1190,43670,.,-,.
.,forsyth,gene,HP1365,REGULATORY FUNCTIONS,1426966,1427604,response regulator {Enterococcus faecalis},638,23430,.,-,.
.,forsyth,gene,HP1366,REPLICATION,1427691,1428959,type IIS restriction enzyme R protein (MBOIIR) {Moraxella bovis},1268,46530,.,-,.
.,forsyth,gene,HP1367,REPLICATION,1428978,1429757,type IIS restriction enzyme M1 protein (mod) ({Moraxella bovis},779,28600,.,-,.
.,forsyth,gene,HP1368,REPLICATION,1429747,1430607,type IIS restriction enzyme M2 protein (mod) {Methanobacterium thermoautotrophicum},860,31570,.,-,.
.,forsyth,gene,HP1369,REPLICATION,1430856,1432277,type III restriction enzyme M protein (mod) {Salmonella choleraesuis},1421,52140,.,+,.
.,forsyth,gene,HP1370,REPLICATION,1432418,1433281,type III restriction enzyme M protein (mod) {Haemophilus influenzae},863,31680,.,+,.
.,forsyth,gene,HP1371,REPLICATION,1433295,1436198,type III restriction enzyme R protein {Mycoplasma pulmonis},2903,106480,.,+,.
.,forsyth,gene,HP1372,CELL ENVELOPE,1436254,1436997,rod shape-determining protein (mreC) {Haemophilus influenzae},743,27280,.,-,.
.,forsyth,gene,HP1373,CELL ENVELOPE,1437004,1438044,rod shape-determining protein (mreB) {Escherichia coli},1040,38170,.,-,.
.,forsyth,gene,HP1374,TRANSLATION,1438090,1439427,ATP-dependent protease ATPase subunit (clpX) {Escherichia coli},1337,49060,.,-,.
.,forsyth,gene,HP1375,CELL ENVELOPE,1439432,1440241,UDP-N-acetylglucosamine acyltransferase (lpxA) {Rickettsia rickettsii},809,29700,.,-,.
.,forsyth,gene,HP1376,FATTY ACID AND PHOSPHOLIPID METABOLISM,1440248,1440724,(3R)-hydroxymyristoyl-(acyl carrier protein) dehydratase (fabZ) {Yersinia enterocolitica},476,17490,.,-,.
.,forsyth,gene,HP1377,HYPOTHETICAL PROTEIEN,1440899,1441336,hypothetical protein,437,16060,.,-,.
.,forsyth,gene,HP1378,CELLULAR PROCESSES,1441694,1442353,competence lipoprotein (comL) {Neisseria gonorrhoeae},659,24200,.,+,.
.,forsyth,gene,HP1379,TRANSLATION,1442398,1444902,ATP-dependent protease (lon) {Escherichia coli},2504,91850,.,+,.
.,forsyth,gene,HP1380,AMINO-ACID BIOSYNTHESIS,1444944,1445738,prephenate dehydrogenase (tyrA) {Bacillus subtilis},794,29150,.,+,.
.,forsyth,gene,HP1381,HYPOTHETICAL PROTEIEN,1445793,1446023,hypothetical protein,230,8470,.,+,.
.,forsyth,gene,HP1382,HYPOTHETICAL PROTEIEN,1446088,1446477,hypothetical protein,389,14300,.,-,.
.,forsyth,gene,HP1383,REPLICATION,1446446,1446925,restriction modification system S subunit {Methanococcus jannaschii},479,17600,.,+,.
.,forsyth,gene,HP1384,HYPOTHETICAL PROTEIEN,1446956,1447159,hypothetical protein,203,7480,.,-,.
.,forsyth,gene,HP1385,ENERGY METABOLISM,1447159,1448028,"fructose-1,6-bisphosphatase {Kluyveromyces lactis}",869,31900,.,-,.
.,forsyth,gene,HP1386,ENERGY METABOLISM,1448099,1448749,D-ribulose-5-phosphate 3 epimerase (rpe) {Escherichia coli},650,23870,.,+,.
.,forsyth,gene,HP1387,REPLICATION,1448622,1449671,DNA polymerase III epsilon subunit (dnaQ) {Escherichia coli}},1049,38500,.,+,.
.,forsyth,gene,HP1388,HYPOTHETICAL PROTEIEN,1450188,1450634,hypothetical protein,446,16390,.,+,.
.,forsyth,gene,HP1389,HYPOTHETICAL PROTEIEN,1450780,1450959,hypothetical protein,179,6600,.,+,.
.,forsyth,gene,HP1390,HYPOTHETICAL PROTEIEN,1451007,1451504,hypothetical protein,497,18260,.,-,.
.,forsyth,gene,HP1391,HYPOTHETICAL PROTEIEN,1451760,1452053,hypothetical protein,293,10780,.,-,.
.,forsyth,gene,HP1392,CELL ENVELOPE,1452075,1453379,fibronectin/fibrinogen-binding protein {Streptococcus pyogenes},1304,47850,.,-,.
.,forsyth,gene,HP1393,REPLICATION,1453379,1454950,DNA repair protein (recN) {Haemophilus influenzae},1571,57640,.,-,.
.,forsyth,gene,HP1394,HYPOTHETICAL PROTEIEN,1454968,1455819,conserved hypothetical protein {Methanococcus jannaschii},851,31240,.,-,.
.,forsyth,gene,HP1395,CELL ENVELOPE,1456007,1456732,outer membrane protein (omp30),725,26620,.,+,.
.,forsyth,gene,HP1396,HYPOTHETICAL PROTEIEN,1456781,1457644,hypothetical protein,863,31680,.,-,.
.,forsyth,gene,HP1397,HYPOTHETICAL PROTEIEN,1457655,1458467,hypothetical protein,812,29810,.,-,.
.,forsyth,gene,HP1398,ENERGY METABOLISM,1458585,1459724,alanine dehydrogenase (ald) {Bacillus subtilis},1139,41800,.,-,.
.,forsyth,gene,HP1399,ENERGY METABOLISM,1459926,1460891,arginase (rocF) {Bacillus subtilis},965,35420,.,+,.
.,forsyth,gene,HP1400,TRANSPORT AND BINDING PROTEINS,1461431,1463956,iron(III) dicitrate transport protein (fecA) {Escherichia coli},2525,92620,.,+,.
.,forsyth,gene,HP1401,HYPOTHETICAL PROTEIEN,1464051,1464755,conserved hypothetical protein {Methanococcus jannaschii},704,25850,.,-,.
.,forsyth,gene,HP1402,REPLICATION,1464758,1467736,type I restriction enzyme R protein (hsdR) {Escherichia coli},2978,109230,.,-,.
.,forsyth,gene,HP1403,REPLICATION,1467803,1470253,type I restriction enzyme M protein (hsdM) {Escherichia coli},2450,89870,.,+,.
.,forsyth,gene,HP1404,REPLICATION,1470253,1470540,type I restriction enzyme S protein (hsdS) {Methanococcus jannaschii},287,10560,.,+,.
.,forsyth,gene,HP1405,HYPOTHETICAL PROTEIEN,1470848,1470949,hypothetical protein,101,3740,.,+,.
.,forsyth,gene,HP1406,"BIOSYNTHESIS OF COFACTORS, PROSTHETIC GROUPS, AND CARRIERS",1471119,1471964,biotin synthetase (bioB) {Mycobacterium leprae},845,31020,.,+,.
.,forsyth,gene,HP1407,HYPOTHETICAL PROTEIEN,1471967,1472842,conserved hypothetical integral membrane protein {Haemophilus influenzae},875,32120,.,+,.
.,forsyth,gene,HP1408,HYPOTHETICAL PROTEIEN,1477542,1477874,hypothetical protein,332,12210,.,+,.
.,forsyth,gene,HP1409,HYPOTHETICAL PROTEIEN,1477927,1479660,hypothetical protein,1733,63580,.,+,.
.,forsyth,gene,HP1410,HYPOTHETICAL PROTEIEN,1479704,1480885,hypothetical protein,1181,43340,.,+,.
.,forsyth,gene,HP1411,HYPOTHETICAL PROTEIEN,1481000,1482856,hypothetical protein,1856,68090,.,+,.
.,forsyth,gene,HP1412,HYPOTHETICAL PROTEIEN,1482975,1483898,hypothetical protein,923,33880,.,+,.
.,forsyth,gene,HP1413,HYPOTHETICAL PROTEIEN,1484032,1484475,conserved hypothetical protein {Haemophilus influenzae},443,16280,.,-,.
.,forsyth,gene,HP1414,HYPOTHETICAL PROTEIEN,1484535,1484873,conserved hypothetical protein {Haemophilus influenzae},338,12430,.,+,.
.,forsyth,gene,HP1415,TRANSLATION,1484977,1485774,tRNA delta(2)-isopentenylpyrophosphate transferase (miaA) {Escherichia coli},797,29260,.,+,.
